,neighborhood,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,maid_room,concierge,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,shared_pool,cluster
312,Dubai Marina,1900000,2352,807.82,2,3,False,True,False,False,False,False,False,True,1
313,Dubai Creek Harbour (The Lagoons),3621888,1847,1960.96,3,4,False,True,False,False,False,False,False,True,0
314,Downtown Dubai,1780888,998,1784.46,2,3,False,True,False,False,False,False,False,False,1
315,Downtown Dubai,1780888,994,1791.64,2,3,False,False,False,False,False,False,False,False,1
316,Dubai Creek Harbour (The Lagoons),2042888,1393,1466.54,3,4,False,True,False,False,False,False,False,True,1
317,Jumeirah,1710000,1301,1314.37,2,3,False,False,False,False,False,False,False,False,1
318,Jumeirah,6400000,2932,2182.81,4,5,False,False,False,False,False,False,False,True,0
319,Jumeirah,1234000,817,1510.4,1,2,False,False,False,False,False,False,False,True,2
320,Jumeirah,1737000,1290,1346.51,2,3,False,False,False,False,False,False,False,False,1
321,Jumeirah,1459000,794,1837.53,1,2,False,False,False,False,False,False,False,True,2
322,Jumeirah,1868000,1216,1536.18,2,3,False,True,False,False,False,False,False,True,1
323,Umm Suqeim,2008000,1348,1489.61,2,3,False,True,False,False,False,False,False,True,1
324,Business Bay,1592892,1323,1204.0,2,3,False,False,False,False,False,False,False,False,1
325,Business Bay,1650000,1300,1269.23,2,3,False,True,False,False,False,False,False,True,1
326,Palm Jumeirah,649888,314,2069.71,0,1,False,True,False,False,False,False,False,True,2
327,Palm Jumeirah,876888,353,2484.1,0,1,False,True,False,False,False,False,False,True,2
328,Dubai Marina,1600000,975,1641.03,1,2,False,False,False,False,False,False,False,True,2
329,Dubai Harbour,1750000,1109,1578.0,2,3,False,True,False,False,False,False,False,False,1
330,Downtown Dubai,1950000,1120,1741.07,2,2,False,True,False,False,False,False,False,True,1
331,Downtown Dubai,1550000,1216,1274.67,2,3,False,True,False,False,False,False,False,True,1
332,Dubai Silicon Oasis,850000,1650,515.15,2,3,False,False,True,False,False,True,False,True,1
333,Culture Village,1500000,1357,1105.38,2,3,True,True,False,False,False,False,False,True,1
334,Jumeirah Village Circle,657903,851,773.09,1,2,False,True,True,False,False,False,False,True,2
335,Jumeirah,1367000,818,1671.15,1,1,False,False,False,False,False,False,False,False,2
336,Downtown Dubai,18614888,5383,3458.09,4,6,False,True,False,False,True,True,True,False,0
337,Mina Rashid,1500888,2070,725.07,2,2,False,False,True,False,False,False,False,True,1
338,Dubai Sports City,520000,1071,485.53,2,3,False,False,False,False,False,False,False,True,1
339,Dubai Marina,1900000,2314,821.09,2,2,False,False,False,False,False,False,False,True,1
340,Palm Jumeirah,1750000,1750,1000.0,2,3,False,True,False,False,False,False,False,True,1
341,Al Barari,4500000,3845,1170.35,3,4,False,False,False,False,False,False,False,False,0
342,Dubai Marina,3000000,3180,943.4,4,4,True,True,True,False,False,False,True,True,0
343,Downtown Dubai,12930000,3049,4240.73,4,6,False,False,False,False,False,False,False,False,0
344,Dubai Hills Estate,1750000,1606,1089.66,3,3,True,True,False,False,False,False,False,True,1
345,The Views,1375000,1380,996.38,2,3,False,False,True,False,False,False,False,True,1
346,Bluewaters,3100000,1488,2083.33,2,3,False,True,False,False,False,False,False,True,0
347,Downtown Dubai,1690000,1150,1469.57,2,2,False,True,True,False,False,True,True,True,1
348,Business Bay,799900,989,808.8,1,1,False,True,True,False,False,True,False,True,2
349,Town Square,580000,631,919.18,1,1,False,False,True,True,False,False,False,True,2
350,Old Town,1700000,1335,1273.41,2,3,False,False,False,False,False,False,False,False,1
351,Palm Jumeirah,1699000,1338,1269.81,1,2,False,False,False,False,False,False,True,True,2
352,Downtown Dubai,1400000,1299,1077.75,2,3,False,False,False,False,False,False,False,False,1
353,Dubai Marina,2450000,2204,1111.62,3,4,False,False,False,False,False,False,False,False,0
354,City Walk,2298999,1862,1234.69,2,3,False,False,False,False,False,False,False,True,1
355,Business Bay,605000,513,1179.34,0,1,False,True,False,False,False,False,False,True,2
356,Dubai Silicon Oasis,599000,885,676.84,1,2,False,False,True,False,False,False,False,True,2
357,Downtown Dubai,4681888,1720,2722.03,2,3,False,False,False,False,False,False,False,False,0
358,Jumeirah Beach Residence,2500000,1817,1375.89,2,3,False,True,False,False,False,False,False,True,1
359,Dubai Marina,1800000,1281,1405.15,2,3,False,True,False,False,False,False,False,True,1
360,Dubai Marina,1890000,1255,1505.98,2,3,False,False,False,False,False,False,False,True,1
361,Palm Jumeirah,1750000,1812,965.78,2,3,False,False,False,False,False,False,False,False,1
362,Downtown Dubai,1100000,730,1506.85,1,1,False,False,False,False,False,False,False,False,2
363,Dubai Hills Estate,900000,989,910.01,1,1,False,False,False,False,False,False,False,False,2
364,Green Community,1295000,2554,507.05,3,2,False,False,False,False,False,False,False,False,1
365,Dubai Marina,1640000,1302,1259.6,2,3,False,True,True,False,False,False,False,True,1
366,Jumeirah,1200000,733,1637.11,1,2,False,False,False,False,False,False,False,True,2
367,Dubai Silicon Oasis,350000,535,654.21,0,1,False,False,True,False,False,False,False,True,2
368,Dubai Marina,1150000,1210,950.41,2,4,True,False,True,False,False,False,False,True,1
369,Jumeirah Village Circle,589000,844,697.87,1,2,False,False,False,False,False,False,False,True,2
370,Dubai Marina,1670000,1366,1222.55,2,3,True,False,False,False,False,False,False,True,1
371,Motor City,1550000,2931,528.83,3,3,False,False,False,False,False,False,False,False,1
372,Downtown Dubai,1650000,872,1892.2,1,2,False,False,False,False,False,False,False,False,2
373,Palm Jumeirah,2650000,1493,1774.95,2,2,False,False,False,False,False,False,False,True,1
374,Palm Jumeirah,1930000,2046,943.3,2,3,False,False,False,False,False,False,False,True,1
375,Jumeirah Village Circle,368000,385,955.84,0,1,False,False,True,False,False,False,False,True,2
376,Downtown Dubai,5500000,2285,2407.0,4,4,False,False,False,False,False,False,False,True,0
377,Downtown Dubai,3900000,1978,1971.69,3,4,False,False,False,False,False,False,False,False,0
378,Dubai Marina,1500000,1727,868.56,2,3,False,False,True,False,False,True,False,True,1
379,Downtown Dubai,1650000,1104,1494.57,2,3,True,True,True,False,False,True,False,True,1
380,Jumeirah Village Circle,1150000,1607,715.62,3,4,False,False,False,False,False,False,False,False,1
381,Jumeirah,1890000,1023,1847.51,2,3,False,False,False,False,False,False,True,True,1
382,Downtown Dubai,3000000,1317,2277.9,2,3,False,True,False,False,False,False,False,True,0
383,Downtown Dubai,4000000,1908,2096.44,3,3,False,True,True,False,False,False,False,True,0
384,Dubai Marina,1625000,875,1857.14,1,2,False,False,False,False,False,False,False,False,2
385,Downtown Dubai,2243000,1293,1734.73,2,2,False,False,True,False,False,False,False,True,1
386,Jumeirah Lake Towers,800000,1028,778.21,1,2,False,False,True,False,False,False,False,True,2
387,Downtown Dubai,2650000,1616,1639.85,3,4,False,True,False,False,False,False,False,True,0
388,Downtown Dubai,1239000,747,1658.63,1,1,False,True,True,False,False,False,False,True,2
389,Downtown Dubai,4100000,1774,2311.16,2,3,False,False,False,False,False,False,False,False,0
390,Dubai Hills Estate,2600888,1583,1643.01,3,3,False,True,False,False,False,False,False,True,1
391,Jumeirah,1200000,733,1637.11,1,1,False,False,False,False,False,False,False,False,2
392,Palm Jumeirah,3150000,1645,1914.89,2,2,True,True,False,False,False,False,False,True,1
393,Jumeirah Beach Residence,1100000,1101,999.09,1,2,False,True,True,False,False,False,False,True,2
394,Jumeirah Beach Residence,2499000,1463,1708.13,2,3,False,True,True,False,False,False,False,True,1
395,Dubai Hills Estate,1061888,730,1454.64,2,2,False,False,True,False,False,False,False,True,2
396,Town Square,930888,930,1000.95,2,2,False,False,True,False,False,False,False,True,2
397,Town Square,453888,339,1338.9,0,1,False,False,True,False,False,False,False,True,2
398,Dubai Hills Estate,2040888,1607,1270.0,3,3,False,False,True,False,False,False,False,True,1
399,Dubai Marina,1100000,829,1326.9,2,2,False,True,False,False,False,False,False,True,2
400,Mohammed Bin Rashid City,1261142,742,1699.65,1,2,False,True,False,False,False,False,False,True,2
401,Dubai Marina,1170000,980,1193.88,1,2,False,False,True,False,False,False,False,False,2
402,Palm Jumeirah,2499000,1367,1828.09,2,5,False,False,False,False,False,False,False,False,0
403,Al Kifaf,1642777,998,1646.07,1,2,False,False,True,False,False,False,False,True,2
404,Dubai Hills Estate,1450000,1487,975.12,2,3,False,False,False,False,False,False,False,False,1
405,Mohammed Bin Rashid City,1276686,760,1679.85,1,2,False,True,False,False,False,False,False,True,2
406,Al Kifaf,1550000,990,1565.66,1,2,False,False,True,False,False,False,False,True,2
407,Al Kifaf,2046777,1634,1252.62,2,3,False,False,False,False,False,False,False,True,1
408,City Walk,3700000,2270,1629.96,3,4,False,False,False,False,False,False,False,True,0
409,Palm Jumeirah,2800000,2156,1298.7,3,4,False,False,False,False,False,False,False,False,0
410,Downtown Dubai,2999900,1778,1687.23,2,3,False,False,False,False,False,False,False,False,0
411,Dubai Marina,2650000,1786,1483.76,3,4,False,False,False,False,False,False,False,False,0
412,Palm Jumeirah,3500000,1766,1981.88,2,3,False,True,False,False,False,True,False,True,0
413,DIFC,1300000,1133,1147.4,1,2,False,False,False,False,False,False,False,False,2
414,Jumeirah Beach Residence,2950000,1503,1962.74,2,3,False,True,False,False,False,False,False,True,0
415,Jumeirah Beach Residence,1780000,1028,1731.52,1,2,False,True,False,False,False,False,False,True,2
416,Meydan,675000,826,817.19,1,1,False,False,False,False,False,False,False,False,2
417,DIFC,1450000,1274,1138.15,1,2,False,True,True,False,False,False,False,True,2
418,Downtown Dubai,1010000,860,1174.42,1,2,False,True,False,False,False,False,False,True,2
419,Jumeirah Beach Residence,5750000,2574,2233.88,3,5,True,True,False,False,False,False,False,True,0
420,DIFC,1250000,1133,1103.27,1,2,False,False,False,False,False,False,False,True,2
421,Downtown Dubai,4649900,2663,1746.11,3,4,True,True,False,False,False,True,False,True,0
422,Dubai Marina,1250000,1210,1033.06,2,3,False,True,False,False,False,False,False,True,1
423,Downtown Dubai,2049999,1039,1973.05,2,3,False,True,False,False,False,False,False,True,1
424,Town Square,888000,888,1000.0,2,2,False,False,False,False,False,True,False,True,2
425,Business Bay,16950000,4907,3454.25,3,3,False,False,False,False,False,False,False,True,0
426,Business Bay,30950000,7922,3906.84,4,4,False,False,False,False,False,False,False,True,0
427,Dubai Harbour,1225000,735,1666.67,1,2,False,True,False,False,False,False,False,True,2
428,Downtown Dubai,2577888,1352,1906.72,3,4,False,False,False,False,False,False,False,False,0
429,Palm Jumeirah,1025888,720,1424.84,1,2,False,False,False,False,False,False,False,True,2
430,Dubai Marina,913548,529,1726.93,0,1,False,False,False,False,False,False,False,True,2
431,Downtown Dubai,2250000,1700,1323.53,2,3,False,True,False,False,False,False,False,True,1
432,DIFC,1275000,893,1427.77,1,1,False,True,True,False,False,True,False,True,2
433,DAMAC Hills,350000,527,664.14,0,1,False,False,False,False,False,False,False,True,2
434,Dubai Creek Harbour (The Lagoons),780000,707,1103.25,1,1,False,False,False,False,False,False,False,False,2
435,Downtown Dubai,1650000,1049,1572.93,2,3,False,False,False,False,False,False,False,False,1
436,Jumeirah Village Circle,424340,385,1102.18,0,1,False,False,True,False,False,False,False,True,2
437,Palm Jumeirah,1800000,1100,1636.36,1,2,False,False,False,False,False,False,False,True,2
438,Palm Jumeirah,3175000,2281,1391.93,3,4,False,True,False,False,False,False,False,True,0
439,Dubai Marina,1500000,1525,983.61,2,3,False,False,True,False,False,False,False,True,1
440,Palm Jumeirah,1850000,935,1978.61,1,2,False,False,False,False,False,False,False,True,2
441,Dubai Hills Estate,990000,722,1371.19,1,1,False,False,False,False,False,False,False,True,2
442,Dubai Hills Estate,750000,648,1157.41,1,1,False,False,False,False,False,False,False,True,2
443,Business Bay,900000,1036,868.73,1,1,False,True,True,False,False,False,False,True,2
444,Jumeirah,1700000,1164,1460.48,2,3,False,False,False,False,False,False,False,True,1
445,Jumeirah,1271000,732,1736.34,1,2,False,False,False,False,False,False,False,True,2
446,Town Square,485000,603,804.31,1,1,False,False,False,False,False,False,False,True,2
447,Palm Jumeirah,1125000,1300,865.38,1,1,False,False,False,False,False,False,False,False,2
448,Downtown Dubai,1000000,681,1468.43,1,2,False,False,False,False,False,False,False,False,2
449,Business Bay,700000,563,1243.34,0,1,False,False,False,False,False,False,False,False,2
450,Business Bay,725000,692,1047.69,0,1,False,False,False,False,False,False,False,False,2
451,Palm Jumeirah,1300000,1799,722.62,2,3,False,False,False,False,False,False,False,False,1
452,Al Barsha,778000,730,1065.75,1,2,False,False,True,False,False,False,False,True,2
453,Dubai Marina,2099999,1382,1519.54,2,3,False,False,False,False,False,False,False,False,1
454,Palm Jumeirah,17910000,6246,2867.44,4,5,False,True,False,False,False,False,True,False,0
455,Palm Jumeirah,15460000,4331,3569.61,3,4,False,True,False,False,False,False,True,False,0
456,Al Furjan,700000,1000,700.0,2,3,False,False,True,False,False,False,False,True,1
457,Jumeirah Lake Towers,450000,500,900.0,0,1,False,False,False,False,False,False,False,False,2
458,Downtown Dubai,1275000,1282,994.54,2,3,False,False,False,False,False,False,False,True,1
459,Palm Jumeirah,15490000,3944,3927.48,3,4,False,True,False,False,False,False,True,False,0
460,Palm Jumeirah,15830000,3554,4454.14,3,4,False,True,False,False,False,False,True,False,0
461,Palm Jumeirah,15910000,3492,4556.13,4,5,False,True,False,False,False,False,True,False,0
462,Palm Jumeirah,21990000,6252,3517.27,4,5,False,True,False,False,False,False,True,False,0
463,Palm Jumeirah,21870000,5188,4215.5,4,5,False,True,False,False,False,False,True,False,0
464,Palm Jumeirah,22640000,5505,4112.62,4,5,False,True,False,False,False,False,True,False,0
465,Mohammed Bin Rashid City,1246305,780,1597.83,1,2,True,True,True,False,False,False,False,True,2
466,Mohammed Bin Rashid City,2085804,1109,1880.8,2,3,True,True,True,False,False,False,False,True,1
467,Mohammed Bin Rashid City,1246305,780,1597.83,1,2,False,True,False,False,False,False,False,True,2
468,Dubai Hills Estate,1400000,1358,1030.93,2,2,False,False,False,False,False,False,False,True,1
469,Palm Jumeirah,2850000,1350,2111.11,2,2,False,False,False,False,False,False,False,False,1
470,Palm Jumeirah,1100000,1144,961.54,1,1,False,False,False,False,False,False,False,False,2
471,Palm Jumeirah,3800000,4053,937.58,3,3,False,False,False,False,False,False,False,False,0
472,Business Bay,1100000,952,1155.46,1,2,False,True,True,False,False,True,False,True,2
473,Greens,650000,767,847.46,1,1,False,False,False,False,False,False,False,True,2
474,Palm Jumeirah,17130000,4595,3727.97,3,4,False,True,False,False,False,False,True,False,0
475,Palm Jumeirah,22260000,4923,4521.63,4,5,False,True,False,False,False,False,True,False,0
476,Business Bay,490000,563,870.34,0,1,False,False,False,False,False,False,False,False,2
477,Dubai Hills Estate,2800000,1993,1404.92,3,4,False,False,True,False,False,False,False,True,0
478,Jumeirah Village Circle,450000,1105,407.24,1,2,False,False,False,False,False,False,False,True,2
479,Town Square,1400000,1450,965.52,3,3,False,False,False,False,False,False,False,True,1
480,Jumeirah Lake Towers,1700000,1992,853.41,2,2,False,True,False,False,False,False,False,True,1
481,Palm Jumeirah,3000000,2279,1316.37,3,4,False,False,False,False,False,False,False,True,0
482,Town Square,1125888,1850,608.59,3,4,False,True,False,False,False,False,False,True,1
483,Jumeirah Beach Residence,1150000,1396,823.78,2,3,False,True,True,False,False,False,False,False,1
484,Dubai Marina,1499000,1721,871.01,3,3,False,False,True,False,False,False,False,True,1
485,Al Sufouh,990000,722,1371.19,1,2,False,True,False,False,False,False,False,True,2
486,Jumeirah Lake Towers,1400000,1680,833.33,2,4,False,False,False,False,False,False,False,False,1
487,Town Square,590888,546,1082.21,1,2,False,True,False,False,False,False,False,True,2
488,Dubai Hills Estate,749888,482,1555.78,1,2,False,True,False,False,False,False,False,True,2
489,Mohammed Bin Rashid City,796195,493,1615.0,1,1,False,False,False,False,False,False,False,True,2
490,Meydan,700000,835,838.32,1,2,False,False,True,False,False,False,False,True,2
491,Palm Jumeirah,1055000,1173,899.4,1,1,False,False,False,False,False,False,False,False,2
492,Town Square,1100000,1462,752.39,3,3,False,False,False,False,False,False,False,True,1
493,Downtown Dubai,3600000,2583,1393.73,3,4,False,True,False,False,False,False,False,True,0
494,Dubai Marina,1575000,1150,1369.57,2,3,False,False,False,False,False,False,False,True,1
495,Greens,2000000,1693,1181.33,2,3,False,False,False,False,False,False,False,False,1
496,Dubai Hills Estate,900000,1000,900.0,1,2,False,False,True,False,False,False,False,True,2
497,Dubai Marina,2099999,1381,1520.64,2,3,False,True,False,False,False,False,False,True,1
498,Al Furjan,420000,442,950.23,0,1,False,False,False,False,True,False,True,True,2
499,Business Bay,849999,685,1240.87,1,2,False,True,False,False,False,False,False,True,2
500,Downtown Dubai,4900000,2157,2271.67,3,4,False,False,False,False,False,False,False,True,0
501,Greens,750000,758,989.45,1,1,False,False,False,False,False,False,False,True,2
502,Palm Jumeirah,1900000,2223,854.7,3,4,False,True,False,False,False,False,False,False,1
503,Meydan,1400000,1534,912.65,2,3,False,False,False,False,False,False,False,False,1
504,Jumeirah,1780000,1200,1483.33,2,2,True,False,True,False,False,False,False,True,1
505,Palm Jumeirah,1754888,1131,1551.63,2,3,False,False,True,False,False,False,False,True,1
506,Downtown Dubai,2350000,1858,1264.8,2,3,False,False,False,False,False,False,False,False,1
507,Palm Jumeirah,2350000,2524,931.06,3,4,True,False,False,False,False,False,False,True,0
508,Dubai Marina,1100000,1005,1094.53,1,2,False,True,False,False,False,False,False,True,2
509,Old Town,1095000,781,1402.05,1,1,False,False,False,False,False,False,False,False,2
510,Town Square,525000,697,753.23,1,1,False,False,False,False,False,False,False,True,2
511,Jumeirah,1290000,831,1552.35,1,2,False,False,False,False,False,False,False,False,2
512,Town Square,500000,589,848.9,1,1,False,False,False,False,False,False,False,True,2
513,Dubai Marina,990000,1500,660.0,2,3,False,False,False,False,False,False,False,True,1
514,Downtown Dubai,1025000,740,1385.14,1,2,False,False,True,False,False,False,False,True,2
515,Dubai Hills Estate,761888,486,1567.67,1,2,False,True,False,False,False,False,False,True,2
516,Downtown Dubai,18614888,5383,3458.09,4,5,False,True,False,False,False,False,False,True,0
517,Downtown Dubai,1430000,723,1977.87,1,2,False,False,False,False,False,False,False,False,2
518,The Views,1550000,1418,1093.09,2,2,False,False,False,False,False,False,False,False,1
519,Downtown Dubai,2750000,1236,2224.92,2,3,False,True,False,False,False,False,False,False,0
520,Downtown Dubai,1150000,713,1612.9,1,1,False,False,False,False,False,False,False,True,2
521,Palm Jumeirah,1150000,1184,971.28,1,1,False,False,False,False,False,False,False,False,2
522,Palm Jumeirah,2000000,2164,924.21,2,3,False,True,False,False,False,False,False,True,1
523,Dubai Hills Estate,1290000,1362,947.14,2,3,False,False,True,False,False,False,False,True,1
524,Downtown Dubai,1700000,934,1820.13,2,3,False,False,False,False,False,False,False,True,1
525,Dubai Marina,2349000,2979,788.52,3,4,True,True,False,False,False,False,False,True,0
526,Business Bay,1976504,1165,1696.57,1,2,False,True,True,False,False,True,True,False,2
527,Downtown Dubai,1900000,1538,1235.37,2,3,False,False,True,False,False,False,False,True,1
528,Business Bay,610000,477,1278.83,0,1,False,False,False,False,False,False,False,True,2
529,Palm Jumeirah,1900000,1890,1005.29,2,2,False,False,False,False,False,False,False,False,1
530,Palm Jumeirah,1100000,1101,999.09,1,2,False,False,True,False,False,True,False,True,2
531,Dubai Sports City,429000,460,932.61,0,2,False,False,False,False,False,False,False,False,2
532,The Views,1300000,1342,968.7,2,2,False,False,False,False,False,False,False,False,1
533,Dubai Marina,1460000,868,1682.03,1,2,False,True,True,False,False,False,False,True,2
534,Palm Jumeirah,3450000,2260,1526.55,3,3,False,False,False,False,False,False,False,False,0
535,The Views,1999999,1660,1204.82,3,4,True,True,True,True,False,False,False,True,1
536,Dubai Marina,1650000,1860,887.1,1,2,False,True,True,True,False,False,False,True,1
537,Jumeirah,7000000,1934,3619.44,2,2,False,False,False,False,False,False,False,True,0
538,Jumeirah Lake Towers,820000,640,1281.25,1,1,False,False,False,False,False,False,False,True,2
539,Downtown Dubai,1525000,1740,876.44,2,2,False,False,False,False,False,False,False,False,1
540,Dubai Hills Estate,1299999,1361,955.18,2,3,False,True,False,False,False,False,False,True,1
541,The Views,950000,863,1100.81,1,1,False,False,False,False,False,False,False,False,2
542,Palm Jumeirah,1850000,1070,1728.97,1,2,False,False,False,False,False,False,False,True,2
543,Jumeirah,7600000,2093,3631.15,2,4,False,False,False,False,False,False,False,True,0
544,DIFC,1500000,968,1549.59,1,2,False,False,False,False,False,False,False,False,2
545,Palm Jumeirah,1850000,2055,900.24,2,4,True,True,True,False,False,False,False,True,1
546,DIFC,3250000,2087,1557.26,2,3,False,False,False,False,False,False,False,True,0
547,Jumeirah Village Circle,670000,910,736.26,1,2,False,True,False,False,False,False,False,False,2
548,Dubai Marina,850000,760,1118.42,2,2,False,False,False,False,False,False,False,True,2
549,Dubai Festival City,3250000,4071,798.33,3,4,False,False,True,False,False,False,False,True,0
550,Old Town,1500000,1313,1142.42,2,3,False,False,True,False,False,False,False,True,1
551,Palm Jumeirah,1950000,1040,1875.0,1,2,False,False,False,False,False,False,False,True,2
552,Jumeirah Beach Residence,2300000,1704,1349.77,2,3,True,False,False,False,False,False,False,True,1
553,Palm Jumeirah,2500000,2177,1148.37,3,3,False,False,False,False,False,False,False,False,1
554,Dubai Marina,1400000,1206,1160.86,2,3,False,False,True,False,False,False,False,True,1
555,Jumeirah Village Circle,1150000,1778,646.79,2,2,False,False,False,False,False,False,False,False,1
556,Dubai Marina,1300000,950,1368.42,1,2,False,False,False,False,False,False,False,True,2
557,Jumeirah Village Circle,545000,680,801.47,1,2,False,False,True,False,False,False,False,True,2
558,Dubai Marina,1400000,1302,1075.27,2,3,False,False,False,False,False,False,False,True,1
559,Dubai Marina,2200000,1748,1258.58,3,3,False,False,True,False,False,False,False,True,1
560,DIFC,1300000,938,1385.93,1,2,False,False,False,False,False,False,False,True,2
561,Dubai Marina,800000,908,881.06,1,2,False,True,False,False,False,False,False,True,2
562,The Views,850000,733,1159.62,1,1,False,False,False,False,False,False,False,True,2
563,Dubai Marina,1540000,772,1994.82,1,2,False,False,False,False,False,True,False,True,2
564,Jebel Ali,550000,970,567.01,2,3,False,False,False,False,False,False,True,True,1
565,DIFC,2600000,2119,1226.99,3,4,False,False,False,False,False,False,False,True,0
566,Dubai Marina,700000,915,765.03,1,2,False,False,False,False,False,False,False,True,2
567,Downtown Dubai,1100000,855,1286.55,1,2,False,True,True,False,False,True,False,True,2
568,Jumeirah Lake Towers,699999,929,753.5,1,2,False,False,True,False,False,True,False,True,2
569,Dubai Marina,1900000,975,1948.72,1,2,False,True,True,False,False,False,False,True,2
570,Greens,900000,1093,823.42,2,2,False,True,False,False,False,False,False,True,1
571,Dubai Creek Harbour (The Lagoons),2949999,2309,1277.61,3,5,True,True,False,False,False,False,False,True,0
572,Jumeirah Beach Residence,980000,1080,907.41,1,2,False,False,False,False,False,False,False,True,2
573,Jumeirah Village Circle,350000,437,800.92,0,1,False,False,True,False,False,False,False,True,2
574,Palm Jumeirah,2500000,2439,1025.01,3,3,False,True,True,False,False,False,False,True,1
575,Palm Jumeirah,34314000,9576,3583.33,4,5,False,True,False,False,False,False,True,False,0
576,Downtown Dubai,3050000,1851,1647.76,3,3,False,False,True,False,False,False,False,True,0
577,Downtown Dubai,1650000,1105,1493.21,2,2,False,False,True,False,False,False,False,True,1
578,The Views,850000,748,1136.36,1,2,False,False,True,False,False,False,False,True,2
579,Al Barari,3350000,3017,1110.37,2,3,False,False,True,False,False,False,False,True,0
580,Dubai Hills Estate,1749510,1602,1092.08,3,4,True,False,False,False,False,False,False,True,1
581,Downtown Dubai,1100000,965,1139.9,1,2,False,False,False,True,False,True,False,False,2
582,Dubai Marina,1950000,1347,1447.66,2,3,False,False,False,False,False,True,False,True,1
583,Jumeirah Beach Residence,815000,779,1046.21,1,2,False,True,True,False,False,False,False,True,2
584,The Views,849000,754,1125.99,1,1,False,False,True,False,False,False,False,True,2
585,Palm Jumeirah,2120000,1465,1447.1,2,3,False,False,False,False,False,False,False,True,1
586,Downtown Dubai,1750000,1400,1250.0,2,2,False,False,False,False,False,False,False,False,1
587,Dubai Hills Estate,808255,648,1247.31,1,1,False,False,False,False,False,False,False,True,2
588,Jumeirah Beach Residence,2300000,1703,1350.56,2,2,False,False,False,False,False,False,False,False,1
589,Jumeirah Lake Towers,1675000,2326,720.12,4,4,True,True,False,False,False,False,False,True,1
590,Jumeirah Lake Towers,1373000,1909,719.22,3,3,False,True,False,False,False,False,False,True,1
591,Jumeirah,1980000,1703,1162.65,2,3,False,False,False,False,False,False,True,False,1
592,Palm Jumeirah,2200000,1709,1287.3,2,3,False,False,False,False,False,False,False,True,1
593,Dubai Marina,1850000,1347,1373.42,2,3,False,True,True,False,False,False,False,True,1
594,Jumeirah Beach Residence,1500000,1903,788.23,3,3,True,False,True,False,False,False,False,True,1
595,Al Furjan,1055093,1191,885.89,2,3,False,False,True,False,False,False,False,True,1
596,Al Furjan,568801,750,758.4,1,2,False,False,True,False,False,False,False,True,2
597,Dubai Hills Estate,2650000,2127,1245.89,3,5,True,False,False,False,False,False,False,True,0
598,Falcon City of Wonders,540000,356,1516.85,0,1,False,True,False,False,False,False,False,True,2
599,Mohammed Bin Rashid City,1253686,747,1678.29,2,2,False,False,False,False,False,False,False,True,2
600,Palm Jumeirah,4400000,2005,2194.51,3,2,False,False,False,False,False,False,False,False,0
601,Downtown Dubai,1000000,833,1200.48,1,2,False,False,True,False,False,False,False,True,2
602,DAMAC Hills,550000,635,866.14,0,1,True,False,True,False,False,False,False,False,2
603,Motor City,675000,1053,641.03,1,2,False,False,False,False,False,False,False,False,2
604,Jumeirah Beach Residence,1050000,761,1379.76,1,2,False,False,True,False,False,False,False,False,2
605,Dubai Land,380000,929,409.04,1,2,False,False,True,False,False,False,False,False,2
606,DIFC,1225000,877,1396.81,1,2,False,False,True,False,False,False,False,True,2
607,Jumeirah Beach Residence,1720000,1929,891.65,3,4,False,True,True,False,False,False,False,True,1
608,Downtown Dubai,1700000,1265,1343.87,2,2,False,False,False,False,False,False,False,False,1
609,Palm Jumeirah,1230000,1116,1102.15,1,2,False,True,True,False,False,False,False,True,2
610,Al Furjan,739000,928,796.34,2,2,False,True,True,False,False,True,False,True,2
611,World Trade Center,2800000,2938,953.03,3,3,True,False,False,False,False,False,False,True,0
612,Dubai Marina,1350000,1741,775.42,2,3,False,True,False,False,False,False,False,True,1
613,Jumeirah Lake Towers,850000,1184,717.91,1,2,False,False,False,False,False,False,False,False,2
614,Jumeirah Beach Residence,2300000,1610,1428.57,2,3,False,False,False,False,False,False,False,False,1
615,Downtown Dubai,1445888,666,2171.0,1,2,False,False,False,False,False,False,False,True,2
616,Mudon,1286000,986,1304.26,2,2,False,False,True,False,False,False,False,True,1
617,Dubai Marina,999950,922,1084.54,1,2,False,False,False,False,False,False,False,False,2
618,Discovery Gardens,320000,548,583.94,0,1,False,False,True,False,False,False,False,True,2
619,Jumeirah Beach Residence,1849000,3003,615.72,3,3,False,True,False,False,False,False,False,True,1
620,Dubai Marina,1450000,848,1709.91,1,1,False,False,False,False,False,False,False,False,2
621,Motor City,790000,1358,581.74,2,3,False,False,True,False,False,False,False,True,1
