,neighborhood,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,maid_room,concierge,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,shared_pool
734,Jumeirah Beach Residence,1550000,1922,806.45,3,4,True,False,False,False,False,False,False,True
735,Palm Jumeirah,3600000,2535,1420.12,3,4,True,True,False,False,False,False,False,True
736,Jumeirah Village Circle,620000,666,930.93,1,2,False,False,False,False,False,False,False,True
737,Greens,1110000,1408,788.35,2,2,False,False,False,False,False,False,False,False
738,Jumeirah Beach Residence,1399999,1305,1072.8,2,2,False,True,False,False,False,False,False,False
739,Jumeirah Village Circle,799999,1268,630.91,1,2,False,False,True,False,False,False,False,True
740,International City,275000,732,375.68,1,2,False,False,True,False,False,False,False,False
741,Jumeirah Village Circle,850000,900,944.44,1,2,False,False,True,False,False,False,False,True
742,Dubai Hills Estate,1850000,1960,943.88,3,4,False,False,True,False,False,False,False,True
743,Jumeirah Village Circle,626999,813,771.22,1,2,True,True,True,False,False,False,False,True
744,Jumeirah Village Circle,1269999,1500,846.67,3,4,True,True,True,False,False,False,False,True
745,Dubai Marina,1625000,1550,1048.39,2,3,False,False,False,False,False,False,False,True
746,Jumeirah Beach Residence,8000000,2587,3092.39,3,4,True,False,False,False,False,False,False,True
747,Jumeirah Lake Towers,1450000,1680,863.1,2,3,True,False,False,False,False,False,False,False
748,Downtown Dubai,950000,936,1014.96,1,2,False,True,True,False,False,False,False,True
749,Dubai Silicon Oasis,245000,306,800.65,0,1,False,False,False,False,False,False,False,False
750,Arjan,699000,800,873.75,1,1,False,False,True,False,False,False,False,True
751,Palm Jumeirah,1650000,1734,951.56,2,4,True,True,False,False,False,False,False,False
752,Palm Jumeirah,2150000,2439,881.51,3,4,True,False,False,False,False,False,False,True
753,Dubai Creek Harbour (The Lagoons),850000,695,1223.02,1,1,False,False,False,False,False,False,False,True
754,Dubai Marina,1490000,616,2418.83,0,1,False,True,True,False,False,False,False,True
755,Dubai Marina,1492000,616,2422.08,0,1,False,True,True,True,False,False,False,True
756,Palm Jumeirah,2599950,2055,1265.18,2,3,True,True,False,False,False,False,False,True
757,Downtown Dubai,1250000,653,1914.24,1,1,False,False,False,False,False,False,False,True
758,Downtown Dubai,1300000,619,2100.16,1,1,False,False,False,False,False,False,False,True
759,Dubai Silicon Oasis,600000,881,681.04,1,1,False,False,True,False,False,False,False,True
760,Jumeirah Village Circle,626999,813,771.22,1,2,True,True,True,False,False,False,False,True
761,Old Town,2235000,1966,1136.83,3,4,False,False,False,False,False,False,False,False
762,Motor City,925000,1439,642.81,2,3,False,False,True,False,False,False,False,True
763,The Hills,1400000,1282,1092.04,2,2,False,True,True,False,False,False,False,True
764,Dubai Marina,2099950,1405,1494.63,2,3,False,False,False,False,False,False,False,False
765,Dubai Marina,2485000,1688,1472.16,2,2,False,True,False,False,False,False,False,True
766,Downtown Dubai,880000,865,1017.34,1,1,False,False,False,False,False,False,False,False
767,Dubai Sports City,699000,775,901.94,1,2,False,False,True,False,False,False,False,True
768,Dubai Hills Estate,1280000,1296,987.65,2,2,False,False,False,False,False,False,False,False
769,Dubai Marina,1680000,1653,1016.33,2,3,True,False,False,False,False,False,False,True
770,Dubai Hills Estate,1750000,1607,1088.99,3,4,False,False,False,False,False,False,False,True
771,Palm Jumeirah,2950000,2250,1311.11,3,4,False,False,False,False,False,False,False,False
772,Palm Jumeirah,1350000,1603,842.17,2,1,False,False,False,False,False,False,False,False
773,Jumeirah Village Circle,870000,1145,759.83,1,2,False,False,True,False,False,False,False,True
774,Downtown Dubai,1200000,827,1451.03,0,1,False,False,False,False,False,False,False,True
775,Palm Jumeirah,1900000,1377,1379.81,1,2,False,False,False,False,False,False,False,True
776,Palm Jumeirah,2000000,950,2105.26,1,2,False,False,False,False,False,False,False,False
777,Downtown Dubai,1000000,915,1092.9,1,1,False,False,False,False,False,False,False,False
778,Palm Jumeirah,1690000,1777,951.04,2,2,False,False,True,False,False,False,False,False
779,Jumeirah Beach Residence,789999,756,1044.97,1,1,False,False,False,False,False,False,False,True
780,DIFC,4100000,2440,1680.33,2,3,False,False,True,False,False,False,False,True
781,Downtown Dubai,999999,836,1196.17,1,2,False,True,False,False,False,False,False,False
782,Downtown Dubai,1275000,1282,994.54,2,3,False,False,False,False,False,False,False,False
783,Palm Jumeirah,2900000,2603,1114.1,3,4,True,True,False,False,False,False,False,True
784,Downtown Dubai,8950000,2813,3181.66,4,5,False,False,False,False,False,False,False,True
785,Dubai Marina,1600000,2455,651.73,2,4,False,False,False,False,False,False,False,False
786,Dubai Marina,2587000,1211,2136.25,2,2,False,True,True,False,False,False,False,True
787,Town Square,914888,916,998.79,2,3,True,True,False,False,False,False,False,True
788,Jumeirah Village Circle,610577,771,791.93,1,1,True,False,False,False,False,False,False,True
789,Discovery Gardens,500000,861,580.72,1,2,False,False,False,False,False,False,False,True
790,Palm Jumeirah,14570000,3236,4502.47,3,4,False,True,False,False,False,False,True,False
791,Mohammed Bin Rashid City,948307,792,1197.36,1,2,False,True,False,False,False,False,False,True
792,Dubai Marina,1890000,1277,1480.03,2,2,False,True,True,False,False,False,False,True
793,Green Community,1250000,2100,595.24,2,2,True,False,True,True,False,False,False,True
794,Palm Jumeirah,3750000,2279,1645.46,3,3,False,True,False,False,False,False,False,True
795,Downtown Dubai,3200000,1976,1619.43,3,3,False,False,False,True,False,False,False,True
796,Motor City,650000,1066,609.76,1,2,False,False,True,False,False,False,False,True
797,City Walk,1398000,956,1462.34,1,2,False,True,False,False,False,True,False,True
798,Jumeirah Lake Towers,1300000,2063,630.15,2,4,True,False,True,False,False,False,False,True
799,Dubai Marina,3950000,3882,1017.52,3,6,False,False,False,False,False,False,False,False
800,Jumeirah Beach Residence,1299999,1450,896.55,2,3,False,False,True,False,False,False,False,True
801,Jumeirah Village Circle,906888,1110,817.02,2,3,True,False,False,False,False,False,False,True
802,Jumeirah Lake Towers,395000,437,903.89,0,1,False,False,False,False,False,False,False,True
803,Palm Jumeirah,2500000,1512,1653.44,1,2,False,True,True,False,False,False,False,True
804,Downtown Dubai,5796888,1861,3114.93,3,4,False,True,False,True,False,True,False,False
805,Jumeirah,2900000,2007,1444.94,3,4,False,False,False,False,False,False,False,False
806,Jumeirah,1700000,1200,1416.67,2,3,False,False,False,False,False,False,False,False
807,Al Furjan,1250000,1797,695.6,3,4,False,False,False,False,False,False,False,False
808,Jumeirah Village Circle,745000,1272,585.69,1,1,False,False,False,False,False,False,False,False
809,Palm Jumeirah,3500000,1800,1944.44,2,2,False,False,False,False,False,False,False,False
810,The Views,890000,754,1180.37,1,1,False,False,False,False,False,False,False,False
811,Dubai Marina,1000000,699,1430.62,1,2,False,True,True,False,False,False,False,True
812,Town Square,1200000,2408,498.34,3,3,False,False,False,False,False,False,False,True
813,Dubai Creek Harbour (The Lagoons),1700000,1164,1460.48,2,3,False,True,False,False,False,False,False,True
814,Downtown Dubai,2800000,1607,1742.38,3,3,False,False,False,False,False,False,False,True
815,Dubai Marina,770000,807,954.15,1,2,False,False,False,False,False,False,False,False
816,Al Sufouh,1900000,1782,1066.22,3,4,True,False,False,False,False,False,False,True
817,Arjan,540000,377,1432.36,0,1,False,False,False,False,False,False,False,True
818,Dubai Marina,4500000,3554,1266.18,3,5,False,False,False,False,False,False,False,False
819,Downtown Dubai,1250000,967,1292.66,1,2,False,False,True,False,False,False,False,False
820,Palm Jumeirah,2400000,1723,1392.92,2,3,False,False,False,False,False,False,False,False
821,Business Bay,1350000,891,1515.15,2,3,False,False,False,False,False,False,False,True
822,DIFC,3800000,2437,1559.29,3,3,True,False,True,False,False,False,False,True
823,Downtown Dubai,2650000,1449,1828.85,2,3,False,False,False,False,False,False,False,True
824,Downtown Dubai,4700000,2184,2152.01,3,5,True,True,True,False,False,True,True,True
825,Jumeirah Village Circle,325000,554,586.64,0,1,False,False,False,False,False,False,False,True
826,Mohammed Bin Rashid City,820845,493,1665.0,1,1,False,True,False,False,False,False,False,True
827,Greens,1785000,2398,744.37,4,3,False,True,False,False,False,False,False,True
828,The Views,1399000,1237,1130.96,2,2,False,False,False,False,False,False,False,True
829,Dubai Silicon Oasis,390000,790,493.67,1,1,False,False,False,False,False,False,False,True
830,Jumeirah Beach Residence,1540000,640,2406.25,1,2,False,True,False,False,False,False,False,True
831,Mohammed Bin Rashid City,1483350,899,1650.0,2,2,False,True,False,False,False,False,False,True
832,Jumeirah Beach Residence,1550000,1105,1402.71,1,2,False,False,True,False,False,False,False,True
833,Town Square,689999,1064,648.5,2,2,False,False,False,False,False,False,False,True
834,Jumeirah Village Circle,425000,510,833.33,0,1,False,False,False,False,False,False,False,False
835,Jumeirah Beach Residence,2450000,1181,2074.51,2,3,False,True,False,False,False,False,False,True
836,Business Bay,16200000,4000,4050.0,2,2,False,False,False,False,False,False,False,False
837,Al Barari,2700000,2745,983.61,2,3,False,False,False,False,False,False,False,True
838,Dubai Creek Harbour (The Lagoons),740000,725,1020.69,1,1,False,False,False,False,False,False,False,True
839,Town Square,675000,883,764.44,2,2,False,True,False,False,False,False,False,True
840,The Views,1650000,1364,1209.68,2,2,False,False,False,False,False,False,False,False
841,Downtown Dubai,1900000,880,2159.09,1,1,False,False,False,False,False,False,False,False
842,Dubai Production City (IMPZ),550000,1256,437.9,2,2,False,False,False,False,False,False,False,False
843,Jumeirah Lake Towers,950000,980,969.39,1,2,False,False,False,False,False,False,False,False
844,Greens,1100000,1441,763.36,2,2,False,False,False,False,False,False,False,True
845,Downtown Dubai,2100000,1678,1251.49,2,3,False,False,False,False,False,False,False,False
846,Downtown Dubai,2290000,1442,1588.07,2,3,False,True,False,False,False,False,False,False
847,Mohammed Bin Rashid City,1110200,700,1586.0,1,2,False,False,False,False,False,False,False,True
848,Palm Jumeirah,1699000,1890,898.94,1,2,False,True,False,False,False,False,False,True
849,Business Bay,700000,713,981.77,0,1,False,True,False,False,False,False,False,False
850,Town Square,490000,680,720.59,1,1,False,False,False,False,False,False,False,False
851,Town Square,808000,1340,602.99,3,3,True,True,True,False,False,False,False,True
852,Palm Jumeirah,4996000,1621,3082.05,2,3,False,True,False,False,False,False,False,True
853,Palm Jumeirah,16500000,4877,3383.23,3,4,False,True,False,False,False,False,False,True
854,Motor City,650000,907,716.65,1,2,False,False,True,False,False,False,False,True
855,The Hills,4000000,2035,1965.6,3,4,True,True,True,False,False,False,False,True
856,Dubai Marina,590000,666,885.89,1,1,False,False,False,False,False,False,False,True
857,Downtown Dubai,4500000,1271,3540.52,2,3,False,True,False,False,False,False,False,True
858,Downtown Dubai,2100000,1242,1690.82,2,3,False,True,False,False,False,False,False,True
859,Downtown Dubai,1950000,1400,1392.86,2,3,False,True,False,False,False,False,False,True
860,Al Furjan,650000,795,817.61,1,2,False,True,True,False,False,False,False,True
861,Downtown Dubai,2300000,1470,1564.63,2,3,False,True,True,False,False,False,False,True
862,Business Bay,1110888,669,1660.52,0,1,False,True,False,False,False,False,False,True
863,Dubai Creek Harbour (The Lagoons),2000000,1592,1256.28,3,4,True,False,False,False,False,False,False,True
864,Al Sufouh,1300000,1366,951.68,2,2,False,False,False,False,False,False,False,False
865,Motor City,675000,907,744.21,1,1,False,False,False,False,False,False,False,False
866,Dubai Hills Estate,1125000,844,1332.94,1,1,False,False,False,False,False,False,False,False
867,Downtown Dubai,3499900,2379,1471.16,3,3,False,True,False,False,False,False,False,False
868,Dubai Marina,3378000,1516,2228.23,2,3,False,True,True,False,False,False,False,True
869,Culture Village,4202898,1764,2382.6,2,3,False,False,False,False,False,False,False,False
870,Culture Village,1000000,707,1414.43,1,1,False,False,False,False,False,False,False,False
871,Culture Village,749000,561,1335.12,0,1,False,False,False,False,False,False,False,False
872,Culture Village,4300000,2289,1878.55,3,4,False,False,False,False,False,False,False,False
873,Jumeirah Beach Residence,3650000,1899,1922.06,3,4,True,False,False,False,False,False,False,True
874,DAMAC Hills,677250,407,1664.0,0,1,False,True,False,False,False,False,False,True
875,DAMAC Hills,982800,591,1662.94,1,1,False,True,False,False,False,False,False,True
876,Jumeirah Lake Towers,950000,1389,683.95,1,1,False,True,False,False,False,False,False,True
877,Mirdif,936000,780,1200.0,1,2,False,False,False,False,False,False,False,True
878,Jumeirah Village Circle,825888,745,1108.57,1,2,False,True,False,False,False,False,False,True
879,Jumeirah Village Circle,835000,890,938.2,1,2,False,True,False,False,False,False,False,True
880,Jumeirah Lake Towers,1500000,1561,960.92,3,3,False,False,False,False,False,True,False,True
881,Jumeirah Village Circle,425000,609,697.87,0,1,False,True,True,False,False,False,False,True
882,Dubai Sports City,1349000,1921,702.24,3,4,False,False,True,False,False,False,False,True
883,Jumeirah Village Circle,980000,1089,899.91,2,3,False,False,True,False,False,False,False,True
884,City Walk,4600000,2678,1717.7,3,4,False,False,False,False,False,False,False,True
885,Jumeirah Golf Estates,615000,776,792.53,1,2,False,False,True,False,False,False,False,True
886,Downtown Dubai,1770000,1625,1089.23,2,3,False,True,True,False,False,False,False,True
887,Downtown Dubai,1512888,607,2492.4,1,2,False,False,True,False,False,False,False,True
888,Old Town,1195000,919,1300.33,1,2,False,False,False,False,False,False,False,False
889,Downtown Dubai,1600000,1202,1331.11,2,3,False,False,True,False,False,False,False,False
890,Jumeirah Lake Towers,1399999,2063,678.62,2,3,True,False,False,False,False,False,False,True
891,Jumeirah Village Circle,400000,437,915.33,0,1,False,True,False,False,False,False,False,True
892,Palm Jumeirah,649888,314,2069.71,0,1,False,True,False,False,False,False,False,True
893,Bluewaters,2750000,1510,1821.19,2,3,False,True,False,False,False,False,False,True
894,The Views,1300000,1269,1024.43,2,2,False,True,True,False,False,False,False,True
895,Dubai Marina,1200000,1503,798.4,3,3,False,True,False,False,False,False,False,True
896,Jumeirah Village Circle,475000,483,983.44,1,2,False,True,False,False,False,False,False,True
897,Dubai Festival City,1825000,2182,836.39,3,3,False,False,True,False,False,False,False,False
898,Jumeirah Beach Residence,1550000,639,2425.67,1,2,False,False,False,False,False,False,False,True
899,Jumeirah Beach Residence,2320000,1160,2000.0,1,2,False,False,False,False,False,False,False,True
900,Jumeirah Lake Towers,1425000,1690,843.2,2,2,True,False,True,False,False,False,False,True
901,Downtown Dubai,4500000,2530,1778.66,3,4,False,True,False,False,False,False,False,True
902,Jumeirah Lake Towers,3200000,3756,851.97,4,4,True,False,False,False,False,False,True,False
903,Dubai Marina,3050000,1958,1557.71,3,5,False,False,False,False,False,False,False,False
904,Jumeirah Village Circle,850000,1492,569.71,2,3,False,True,False,False,False,False,False,True
905,Business Bay,16950000,4907,3454.25,3,2,True,True,False,False,False,False,False,True
906,Dubai Marina,1300000,950,1368.42,1,2,False,False,False,False,False,False,False,True
907,Downtown Dubai,1650000,1241,1329.57,2,3,False,True,False,False,False,False,False,True
908,Downtown Dubai,1650000,1325,1245.28,2,3,False,True,False,False,False,False,False,True
909,Downtown Dubai,2300000,1755,1310.54,3,4,False,True,False,False,False,False,False,True
910,Jumeirah Beach Residence,850000,760,1118.42,0,1,False,True,False,False,False,False,False,True
911,City Walk,4949999,2420,2045.45,3,4,False,False,False,False,False,False,False,True
912,Downtown Dubai,1000000,915,1092.9,1,1,False,True,False,False,False,False,False,True
913,Downtown Dubai,2800000,1507,1858.0,2,3,False,False,False,False,False,False,False,True
914,Al Sufouh,1200000,1201,999.17,2,3,False,False,False,False,False,False,False,False
915,Jumeirah Village Circle,1350000,2184,618.13,2,2,False,False,True,False,False,False,False,True
916,Jumeirah Lake Towers,690000,852,809.86,1,2,False,False,False,False,False,False,False,True
917,Umm Suqeim,1423000,772,1843.26,1,1,False,False,False,False,False,False,False,False
918,Dubai Marina,1590000,1192,1333.89,2,2,False,False,False,False,False,False,False,True
919,Dubai Marina,750000,890,842.7,1,2,False,True,False,False,False,False,False,True
920,Downtown Dubai,1400000,1487,941.49,2,3,False,False,False,False,False,False,False,False
921,Downtown Dubai,7900000,2385,3312.37,3,4,False,True,False,False,False,False,True,False
922,Dubai South (Dubai World Central),425000,665,639.1,1,1,False,False,True,False,False,False,False,True
923,Downtown Dubai,2325000,1338,1737.67,2,3,False,False,False,False,True,False,True,True
924,Downtown Dubai,2700000,1649,1637.36,2,3,False,False,False,False,False,False,False,False
925,Dubai Marina,3195000,2514,1270.88,3,4,False,True,False,False,False,False,False,True
926,Greens,1100000,1294,850.08,2,2,False,False,True,False,False,False,False,True
927,Palm Jumeirah,1300000,1886,689.29,2,3,False,True,True,False,False,False,False,False
928,Downtown Dubai,3199999,1969,1625.19,3,3,True,False,True,False,False,False,False,True
929,Al Furjan,530000,700,757.14,1,1,False,True,False,False,False,False,False,True
930,Palm Jumeirah,3600000,1739,2070.16,2,3,False,False,False,False,False,False,False,True
931,Dubai Land,330000,634,520.5,1,1,False,False,True,False,False,False,False,False
932,Dubai Marina,3600000,2050,1756.1,3,4,False,False,False,False,False,False,False,False
933,Jumeirah Lake Towers,500000,532,939.85,0,2,False,False,False,False,False,True,False,True
934,Dubai Marina,2000000,1314,1522.07,2,3,False,True,False,False,False,False,False,True
935,Downtown Dubai,3110000,1550,2006.45,3,3,False,False,False,False,False,False,False,True
936,Palm Jumeirah,1240000,790,1569.62,1,1,False,False,False,False,False,False,False,False
937,Dubai Marina,888000,713,1245.44,1,2,False,False,False,False,False,False,False,False
938,Downtown Dubai,1300000,974,1334.7,1,2,False,False,False,False,False,False,False,True
939,Jumeirah Beach Residence,3615000,1515,2386.14,2,2,False,False,False,False,False,False,False,True
940,Business Bay,970000,685,1416.06,1,2,False,True,False,False,False,True,False,True
941,Dubai Marina,2175000,1312,1657.77,2,3,False,False,False,False,False,False,False,True
942,Dubai Land,350000,715,489.51,1,1,False,False,True,False,False,False,False,False
943,Dubai Land,500000,1239,403.55,2,3,False,False,True,False,False,False,False,False
944,Meydan,1300000,1494,870.15,2,2,True,False,False,False,True,False,False,True
945,Business Bay,750000,1007,744.79,1,2,False,True,False,False,False,False,False,True
946,Jumeirah,4499000,1620,2777.16,1,2,False,True,False,False,False,False,False,True
947,Downtown Dubai,1483888,611,2428.62,1,2,False,True,False,False,False,False,False,True
948,Jumeirah Lake Towers,570000,900,633.33,1,2,False,False,False,False,False,False,False,True
949,Downtown Dubai,1390000,1162,1196.21,2,3,False,False,False,False,False,False,False,True
950,Dubai Marina,1650000,1900,868.42,3,4,False,True,True,False,False,False,False,True
951,Jumeirah Beach Residence,2900000,3090,938.51,3,5,True,False,False,False,False,False,False,True
952,Dubai Marina,1595000,1376,1159.16,2,3,False,False,False,False,False,False,False,False
953,Downtown Dubai,1100000,940,1170.21,1,2,False,False,False,False,False,False,False,False
954,Dubai Hills Estate,900000,989,910.01,1,2,False,False,True,False,False,False,False,True
955,Dubai Silicon Oasis,325000,644,504.66,0,1,False,False,False,False,False,False,False,True
956,Al Kifaf,1700000,1616,1051.98,2,2,False,False,False,False,False,False,False,True
957,Dubai Sports City,580000,1137,510.11,1,2,False,True,False,False,False,False,False,True
958,Palm Jumeirah,3450000,1800,1916.67,2,3,False,False,False,False,False,False,False,False
959,Jumeirah Lake Towers,1700000,1966,864.7,2,2,False,False,True,False,False,False,False,True
960,Dubai Creek Harbour (The Lagoons),1855000,1441,1287.3,3,3,False,True,False,False,False,False,False,True
961,Downtown Dubai,999999,838,1193.32,1,1,False,True,True,False,False,False,False,True
962,Jumeirah,6474000,3425,1890.22,4,5,False,False,False,False,False,False,False,False
963,Palm Jumeirah,1266000,712,1778.09,1,2,False,True,False,False,False,False,False,True
964,Dubai Marina,1999995,2800,714.28,3,4,True,False,False,False,False,False,False,True
965,Town Square,650000,1064,610.9,2,2,False,False,False,False,False,False,False,True
966,Greens,1100000,1441,763.36,2,2,False,False,False,False,False,False,False,False
967,Downtown Dubai,1825000,1336,1366.02,2,3,False,True,True,False,False,False,False,True
968,Dubai Land,750000,1806,415.28,3,3,True,False,True,False,False,False,False,False
969,Mohammed Bin Rashid City,1950000,1215,1604.94,2,3,False,True,False,False,False,False,False,True
970,Downtown Dubai,18614888,5383,3458.09,4,6,False,False,False,False,False,False,False,True
971,Downtown Dubai,2063888,1078,1914.55,2,2,False,False,False,False,False,False,False,False
972,Downtown Dubai,2060888,1077,1913.55,2,2,False,False,False,False,False,False,False,False
973,Downtown Dubai,1926888,1016,1896.54,2,2,False,False,False,False,False,False,False,False
